# x (m),channel 1, channel 2
-3.737491661107405485e-04,8.900064386702942754e-01,8.885267797689673230e-01
-3.727484989993329594e-04,8.906567002316824189e-01,8.892829070378485135e-01
-3.717478318879253161e-04,8.913007526834563210e-01,8.900356503382105267e-01
-3.707471647765177270e-04,8.919302062979254098e-01,8.907747109213758341e-01
-3.697464976651101379e-04,8.925564583620192449e-01,8.915324453265505156e-01
-3.687458305537024946e-04,8.931932502993857881e-01,8.922902495979556647e-01
-3.677451634422949055e-04,8.938072197836076649e-01,8.930435433720993466e-01
-3.667444963308873164e-04,8.944027266454567249e-01,8.937855710231543682e-01
-3.657438292194797273e-04,8.950050662765042242e-01,8.945507678624462500e-01
-3.647431621080720839e-04,8.956075164280206113e-01,8.953132441216540283e-01
-3.637424949966644948e-04,8.962281760532337938e-01,8.960512486606625471e-01
-3.627418278852569057e-04,8.968542784717725702e-01,8.967890145245661637e-01
-3.617411607738492624e-04,8.975157313307403628e-01,8.975542342496809489e-01
-3.607404936624416733e-04,8.981600817566413042e-01,8.983039548098954441e-01
-3.597398265510340842e-04,8.987960629561319026e-01,8.990759370278016416e-01
-3.587391594396264409e-04,8.994167255498588531e-01,8.998100492834729680e-01
-3.577384923282188518e-04,9.000235448338572697e-01,9.005420835522964795e-01
-3.567378252168112627e-04,9.006325222170482592e-01,9.012656993271080941e-01
-3.557371581054036736e-04,9.012380871321147291e-01,9.019737354113811501e-01
-3.547364909939960302e-04,9.018317466345698863e-01,9.026605035170168767e-01
-3.537358238825884411e-04,9.024069323031115308e-01,9.033444350172370463e-01
-3.527351567711808520e-04,9.029883472878329487e-01,9.040444681520182213e-01
-3.517344896597732087e-04,9.035633190953888949e-01,9.047246268566783156e-01
-3.507338225483656196e-04,9.041375104829307841e-01,9.054212789074636003e-01
-3.497331554369580305e-04,9.047515699100469044e-01,9.061216822236296542e-01
-3.487324883255504414e-04,9.053647346296957998e-01,9.068159259114458859e-01
-3.477318212141427981e-04,9.059891094750570639e-01,9.075089700712190011e-01
-3.467311541027352090e-04,9.065879009968373925e-01,9.081921725832851067e-01
-3.457304869913276199e-04,9.071473490446875232e-01,9.088716451404105223e-01
-3.447298198799199766e-04,9.077125668969830974e-01,9.095423310229736602e-01
-3.437291527685123874e-04,9.082829993207994779e-01,9.102018556433333352e-01
-3.427284856571047983e-04,9.088590597447304686e-01,9.108663966533233625e-01
-3.417278185456971550e-04,9.094146132172080677e-01,9.115063840893244951e-01
-3.407271514342895659e-04,9.099689445540555255e-01,9.121330354747499980e-01
-3.397264843228819768e-04,9.105105374129262019e-01,9.127441278690574533e-01
-3.387258172114743877e-04,9.110193631086647148e-01,9.133508610837074437e-01
-3.377251501000667444e-04,9.115008875194259286e-01,9.139525619763033681e-01
-3.367244829886591553e-04,9.119663816993315297e-01,9.145396863238911545e-01
-3.357238158772515662e-04,9.124338099669859758e-01,9.151307535149527661e-01
-3.347231487658439229e-04,9.129365460923147824e-01,9.157244039964591575e-01
-3.337224816544363338e-04,9.134412920756735943e-01,9.163068641113434332e-01
-3.327218145430287446e-04,9.139247265194943015e-01,9.168921132238950777e-01
-3.317211474316211555e-04,9.144308484556895600e-01,9.174566445171973283e-01
-3.307204803202135122e-04,9.149435841978995620e-01,9.180416704615932399e-01
-3.297198132088059231e-04,9.154419593227443031e-01,9.186070327432483973e-01
-3.287191460973983340e-04,9.159566759317943063e-01,9.191749074553139387e-01
-3.277184789859906907e-04,9.164452978303928576e-01,9.197258874607775470e-01
-3.267178118745831016e-04,9.169182184497175481e-01,9.202540542171333549e-01
-3.257171447631755125e-04,9.173900119465395742e-01,9.207881416942464980e-01
-3.247164776517678692e-04,9.178755407068003302e-01,9.213078607911877604e-01
-3.237158105403602801e-04,9.183687764112372642e-01,9.218425468874997808e-01
-3.227151434289526910e-04,9.188664829070440909e-01,9.223982781965057720e-01
-3.217144763175451018e-04,9.193466084961482432e-01,9.229257484941135736e-01
-3.207138092061374585e-04,9.197709435545069478e-01,9.234294754918014325e-01
-3.197131420947298694e-04,9.201692138982335845e-01,9.239265759072040618e-01
-3.187124749833222803e-04,9.205377723957454128e-01,9.244184707645367594e-01
-3.177118078719146370e-04,9.208980441415082208e-01,9.249287754774806469e-01
-3.167111407605070479e-04,9.212215452147872741e-01,9.254264327498352705e-01
-3.157104736490994588e-04,9.215461478770234915e-01,9.259099880958037154e-01
-3.147098065376918697e-04,9.218729279973243429e-01,9.264162155998126869e-01
-3.137091394262842264e-04,9.222125845847924941e-01,9.269292704402870564e-01
-3.127084723148766373e-04,9.225593775404912211e-01,9.274073799018046627e-01
-3.117078052034690482e-04,9.228964605317037107e-01,9.279118037080356096e-01
-3.107071380920614048e-04,9.232326010843570074e-01,9.283792876620230450e-01
-3.097064709806538157e-04,9.235605136689524208e-01,9.288649162532677250e-01
-3.087058038692462266e-04,9.238470256822819415e-01,9.293303281161632290e-01
-3.077051367578386375e-04,9.240980513584409195e-01,9.297955918915676854e-01
-3.067044696464309942e-04,9.243676550080353049e-01,9.302461324378360485e-01
-3.057038025350234051e-04,9.246333543390844456e-01,9.307204360191543291e-01
-3.047031354236158160e-04,9.249352110058991494e-01,9.311848321104377879e-01
-3.037024683122081727e-04,9.252500281005955340e-01,9.316556324298818081e-01
-3.027018012008005836e-04,9.255829076416608459e-01,9.321249927459791529e-01
-3.017011340893929945e-04,9.259124050087391700e-01,9.326057630123820719e-01
-3.007004669779853511e-04,9.262550794029571488e-01,9.330882332693607450e-01
-2.996997998665777620e-04,9.265772302267801797e-01,9.335625224991337401e-01
-2.986991327551701729e-04,9.269034933598067072e-01,9.340414647352007771e-01
-2.976984656437625838e-04,9.272143487500758008e-01,9.345130681334107292e-01
-2.966977985323549405e-04,9.275492324886623896e-01,9.349955295274529066e-01
-2.956971314209473514e-04,9.278995415187083484e-01,9.354917138670050258e-01
-2.946964643095397623e-04,9.282754467028052625e-01,9.359827979619103067e-01
-2.936957971981321190e-04,9.286711811807287775e-01,9.364502821669534738e-01
-2.926951300867245299e-04,9.290519489999431446e-01,9.369325508178331097e-01
-2.916944629753169408e-04,9.294605321275318799e-01,9.374222968604962736e-01
-2.906937958639093517e-04,9.298657002951314920e-01,9.378931880694361123e-01
-2.896931287525017083e-04,9.302621805944519817e-01,9.383583890419796569e-01
-2.886924616410941192e-04,9.306640417586485858e-01,9.388211877428060959e-01
-2.876917945296865301e-04,9.310631471374660739e-01,9.392906085692392937e-01
-2.866911274182788868e-04,9.314603971836934448e-01,9.397460523342194838e-01
-2.856904603068712977e-04,9.318466142070462865e-01,9.401962220319995955e-01
-2.846897931954637086e-04,9.322135903845132354e-01,9.406430466320310213e-01
-2.836891260840560653e-04,9.325962064881639924e-01,9.410899948609784404e-01
-2.826884589726484762e-04,9.329916521682125596e-01,9.415667563068401691e-01
-2.816877918612408871e-04,9.333725753827544214e-01,9.420347225902214738e-01
-2.806871247498332980e-04,9.337729657045205078e-01,9.425160808054109385e-01
-2.796864576384256547e-04,9.341685038841606170e-01,9.429820433589353179e-01
-2.786857905270180655e-04,9.345590308645964628e-01,9.434634444402181241e-01
-2.776851234156104764e-04,9.349553920022803943e-01,9.439428788197035125e-01
-2.766844563042028331e-04,9.353455914663554305e-01,9.444180542232226694e-01
-2.756837891927952440e-04,9.357755178793794038e-01,9.449066394844830574e-01
-2.746831220813876549e-04,9.362040416086437888e-01,9.454125437383130715e-01
-2.736824549699800658e-04,9.366669635217007572e-01,9.458978447308432624e-01
-2.726817878585724225e-04,9.371330810399122191e-01,9.464032061105691618e-01
-2.716811207471648334e-04,9.376241356842903718e-01,9.469241753722426047e-01
-2.706804536357572443e-04,9.381397051933226816e-01,9.474373591357247992e-01
-2.696797865243496010e-04,9.386588189626170475e-01,9.479670489918881060e-01
-2.686791194129420119e-04,9.391544986068622869e-01,9.484839622392048364e-01
-2.676784523015344227e-04,9.396449743301160673e-01,9.490008542022482230e-01
-2.666777851901267794e-04,9.401415528876926331e-01,9.495053052008035621e-01
-2.656771180787191903e-04,9.406586869387316696e-01,9.500333456051888170e-01
-2.646764509673116012e-04,9.411571237276178392e-01,9.505417642032085723e-01
-2.636757838559040121e-04,9.417038738401596332e-01,9.510465087277708562e-01
-2.626751167444963688e-04,9.422498042154547893e-01,9.515801544442316073e-01
-2.616744496330888339e-04,9.427911153992645232e-01,9.521276761801439337e-01
-2.606737825216811364e-04,9.433097404843597822e-01,9.526628875965147403e-01
-2.596731154102735473e-04,9.438172738563141984e-01,9.532032866557519357e-01
-2.586724482988659582e-04,9.443201972998879201e-01,9.537338448412744363e-01
-2.576717811874583691e-04,9.448144877872216574e-01,9.542625963479786089e-01
-2.566711140760507799e-04,9.452959400421666603e-01,9.547719282265078045e-01
-2.556704469646431908e-04,9.457743377450438249e-01,9.552835395405292473e-01
-2.546697798532354933e-04,9.462567137583797194e-01,9.557864342577020444e-01
-2.536691127418279042e-04,9.467414592752737557e-01,9.562810619700907733e-01
-2.526684456304203151e-04,9.472189065051909163e-01,9.567672966884726016e-01
-2.516677785190127260e-04,9.477059894836994403e-01,9.572364655357908925e-01
-2.506671114076051369e-04,9.482038009189137640e-01,9.577018785898865350e-01
-2.496664442961975478e-04,9.486738452016189038e-01,9.581540461328071911e-01
-2.486657771847899587e-04,9.491044508399125723e-01,9.585748110683817158e-01
-2.476651100733822611e-04,9.495048199499750430e-01,9.589529617232754877e-01
-2.466644429619746720e-04,9.498787173757804458e-01,9.593105696886186085e-01
-2.456637758505670829e-04,9.502710116365493676e-01,9.596496053453462682e-01
-2.446631087391594938e-04,9.506989771532740052e-01,9.599893936359317204e-01
-2.436624416277519047e-04,9.511644177389341204e-01,9.603392787692807131e-01
-2.426617745163443156e-04,9.516421522289716384e-01,9.606973645190535205e-01
-2.416611074049367265e-04,9.521010704520167511e-01,9.610607349199814520e-01
-2.406604402935290290e-04,9.525554783923251279e-01,9.614292219500635284e-01
-2.396597731821214399e-04,9.529926629721831022e-01,9.617749336512815272e-01
-2.386591060707138508e-04,9.534151498497291932e-01,9.621075552487615701e-01
-2.376584389593062617e-04,9.538464575983854887e-01,9.624541071362124889e-01
-2.366577718478986726e-04,9.543030250697460692e-01,9.627917070844937975e-01
-2.356571047364910835e-04,9.547591903277627967e-01,9.631329774341561567e-01
-2.346564376250834943e-04,9.552019932357339593e-01,9.634830192763998991e-01
-2.336557705136757968e-04,9.556138212913894980e-01,9.638381052371560731e-01
-2.326551034022682077e-04,9.560131984780845249e-01,9.641966549655710539e-01
-2.316544362908606186e-04,9.563993735540301522e-01,9.645472917979027727e-01
-2.306537691794530295e-04,9.568018507981883580e-01,9.649070786050935045e-01
-2.296531020680454404e-04,9.571934324613747824e-01,9.652660372813793854e-01
-2.286524349566378513e-04,9.576095578523621255e-01,9.656368336059144575e-01
-2.276517678452302622e-04,9.580063228113082641e-01,9.659859699191993831e-01
-2.266511007338225647e-04,9.584014157946815216e-01,9.663115540075428722e-01
-2.256504336224149755e-04,9.587780414714189847e-01,9.666268406491913545e-01
-2.246497665110073864e-04,9.591474939003417077e-01,9.669456209143996173e-01
-2.236490993995997973e-04,9.594608770554984289e-01,9.672730457629193923e-01
-2.226484322881922082e-04,9.597702119067388349e-01,9.675616836444763669e-01
-2.216477651767846191e-04,9.600276152613642644e-01,9.678381845623008628e-01
-2.206470980653770300e-04,9.602905683172893170e-01,9.681310099910912514e-01
-2.196464309539693325e-04,9.605836774906995057e-01,9.684279021789683473e-01
-2.186457638425617434e-04,9.608621682589362223e-01,9.687172135608416168e-01
-2.176450967311541543e-04,9.611561694747531304e-01,9.690126169825553637e-01
-2.166444296197465652e-04,9.614417903416978550e-01,9.692807831451761835e-01
-2.156437625083389761e-04,9.617352398234950694e-01,9.695601908923880963e-01
-2.146430953969313870e-04,9.620037980151057155e-01,9.698400893809808743e-01
-2.136424282855236894e-04,9.622875498784020376e-01,9.701202995543246610e-01
-2.126417611741161003e-04,9.625574090147063222e-01,9.703921944207782868e-01
-2.116410940627085112e-04,9.628150178891954347e-01,9.706797211663988900e-01
-2.106404269513009221e-04,9.630767811523592847e-01,9.709464974042503194e-01
-2.096397598398933330e-04,9.633393913541985487e-01,9.712099537276830397e-01
-2.086390927284857439e-04,9.635853419306957823e-01,9.714739467927820948e-01
-2.076384256170781548e-04,9.638745179358572113e-01,9.717510787386063331e-01
-2.066377585056704573e-04,9.641976946920280955e-01,9.720334287857091971e-01
-2.056370913942628682e-04,9.645435247459033246e-01,9.723212360583521896e-01
-2.046364242828552791e-04,9.648868713986317180e-01,9.725958365773100800e-01
-2.036357571714476900e-04,9.652240681283520418e-01,9.728940056555466231e-01
-2.026350900600401008e-04,9.655797398330722148e-01,9.731761735800394941e-01
-2.016344229486325117e-04,9.659145009822566186e-01,9.734868696450770242e-01
-2.006337558372249226e-04,9.662339151986802932e-01,9.737941618474595940e-01
-1.996330887258172251e-04,9.665431648634227324e-01,9.740713918202521526e-01
-1.986324216144096360e-04,9.668721893084530894e-01,9.743617134252435807e-01
-1.976317545030020469e-04,9.671959694833374144e-01,9.746736071511545862e-01
-1.966310873915944578e-04,9.675269717533543368e-01,9.749789780598246969e-01
-1.956304202801868687e-04,9.678351614506685019e-01,9.752894921277800444e-01
-1.946297531687792796e-04,9.681456793568994357e-01,9.755976944499542558e-01
-1.936290860573716905e-04,9.684580524728118034e-01,9.759004007369215250e-01
-1.926284189459639929e-04,9.687741982119407735e-01,9.762301208112699191e-01
-1.916277518345564038e-04,9.691179746595607325e-01,9.765444831549020543e-01
-1.906270847231488147e-04,9.694559062841389130e-01,9.768560932600430791e-01
-1.896264176117412256e-04,9.698161277079586640e-01,9.772093827959624779e-01
-1.886257505003336365e-04,9.701922526692642323e-01,9.775581700223034964e-01
-1.876250833889260474e-04,9.705631651439178276e-01,9.779320481098303652e-01
-1.866244162775184583e-04,9.709202269697064791e-01,9.782963306161860384e-01
-1.856237491661107608e-04,9.712797588261393722e-01,9.786809095552813087e-01
-1.846230820547031717e-04,9.716640717609463795e-01,9.790687108395504934e-01
-1.836224149432955826e-04,9.720688117866114197e-01,9.794723450829943001e-01
-1.826217478318879935e-04,9.724758852743465853e-01,9.798756740075330596e-01
-1.816210807204804044e-04,9.729115012126469120e-01,9.802678136066399484e-01
-1.806204136090728152e-04,9.733755472847457346e-01,9.806518469582784503e-01
-1.796197464976652261e-04,9.738658615666331286e-01,9.810358277794024584e-01
-1.786190793862575286e-04,9.743656730362832974e-01,9.814401477316426758e-01
-1.776184122748499395e-04,9.748761130675280828e-01,9.818303844989784146e-01
-1.766177451634423504e-04,9.753830521781645668e-01,9.822256873460728510e-01
-1.756170780520347613e-04,9.758869979658840732e-01,9.826240087303685922e-01
-1.746164109406271722e-04,9.763668739210479286e-01,9.830099136802740167e-01
-1.736157438292195831e-04,9.768371597154303920e-01,9.834012330003317759e-01
-1.726150767178118856e-04,9.772797303209490583e-01,9.837934793777349807e-01
-1.716144096064042964e-04,9.777419510635320110e-01,9.841886966993470542e-01
-1.706137424949967073e-04,9.782024656661206796e-01,9.845750390184513368e-01
-1.696130753835891182e-04,9.786265121533911371e-01,9.849502643003028579e-01
-1.686124082721815291e-04,9.790490252692976014e-01,9.853392115675304597e-01
-1.676117411607739400e-04,9.794517065219313645e-01,9.857130837103975640e-01
-1.666110740493663509e-04,9.798554490869533229e-01,9.860866255133936553e-01
-1.656104069379586534e-04,9.802335674934578025e-01,9.864361075622002373e-01
-1.646097398265510643e-04,9.805880748663298174e-01,9.867649627272658819e-01
-1.636090727151434752e-04,9.809597574151601718e-01,9.871187240822966169e-01
-1.626084056037358861e-04,9.812839076536139515e-01,9.874741267006087453e-01
-1.616077384923282970e-04,9.815973417322306771e-01,9.878204097443704645e-01
-1.606070713809207079e-04,9.819277850742297309e-01,9.881479112491159400e-01
-1.596064042695131188e-04,9.822415453087977033e-01,9.884488549188591433e-01
-1.586057371581054212e-04,9.825720077048946122e-01,9.887464372664404033e-01
-1.576050700466978321e-04,9.828824474349640017e-01,9.890125219671512813e-01
-1.566044029352902430e-04,9.831830771130705138e-01,9.892750073363855146e-01
-1.556037358238826539e-04,9.834778364013615493e-01,9.895436405490890541e-01
-1.546030687124750648e-04,9.837772495055435718e-01,9.897921307824090187e-01
-1.536024016010674757e-04,9.840852897091161289e-01,9.900335224685288260e-01
-1.526017344896598866e-04,9.843846209890153576e-01,9.902784527322614494e-01
-1.516010673782521891e-04,9.846894642553953858e-01,9.905154589325613212e-01
-1.506004002668446000e-04,9.849784900633208329e-01,9.907642308756318128e-01
-1.495997331554370108e-04,9.852357841449920217e-01,9.909888490701695973e-01
-1.485990660440294217e-04,9.855043868700176235e-01,9.911903905408468995e-01
-1.475983989326218326e-04,9.857664871542348717e-01,9.913979409899470463e-01
-1.465977318212142435e-04,9.860258872791877183e-01,9.916427148126994995e-01
-1.455970647098066544e-04,9.862940401638304877e-01,9.918628782040752601e-01
-1.445963975983989569e-04,9.865441091122943984e-01,9.921040657316022582e-01
-1.435957304869913678e-04,9.867888203626155041e-01,9.923580047186503217e-01
-1.425950633755837787e-04,9.870288937784048588e-01,9.926286768551967343e-01
-1.415943962641761896e-04,9.872756904759594221e-01,9.928747207133989949e-01
-1.405937291527686005e-04,9.875291308599377649e-01,9.931133964329572628e-01
-1.395930620413610114e-04,9.877644957528884939e-01,9.933444662845515305e-01
-1.385923949299533138e-04,9.879929284052016980e-01,9.935807676619810014e-01
-1.375917278185457247e-04,9.882057483329571568e-01,9.938273800643629974e-01
-1.365910607071381356e-04,9.884175867777315050e-01,9.940528886445548773e-01
-1.355903935957305465e-04,9.886193476879134856e-01,9.943011849158170934e-01
-1.345897264843229574e-04,9.888294265307556730e-01,9.945389735167897705e-01
-1.335890593729153683e-04,9.890504473951495790e-01,9.947741502581902706e-01
-1.325883922615077792e-04,9.892610715957010914e-01,9.950064390117512314e-01
-1.315877251501000817e-04,9.894605746079822017e-01,9.952271520196244170e-01
-1.305870580386924926e-04,9.896609791788019139e-01,9.954325230307693451e-01
-1.295863909272849035e-04,9.898232987675281702e-01,9.956282877549879062e-01
-1.285857238158773144e-04,9.899715277348808407e-01,9.957939988400503761e-01
-1.275850567044697252e-04,9.901053423150395494e-01,9.959122167935975378e-01
-1.265843895930621361e-04,9.902528648617433538e-01,9.960538785654892147e-01
-1.255837224816545470e-04,9.904193291725675863e-01,9.962132248835579018e-01
-1.245830553702468495e-04,9.906062591584333665e-01,9.963857932157447195e-01
-1.235823882588392604e-04,9.907837507797020438e-01,9.965682425846860149e-01
-1.225817211474316713e-04,9.909884138295205203e-01,9.967283528105046475e-01
-1.215810540360240822e-04,9.911548964024383679e-01,9.968939283182958189e-01
-1.205803869246164931e-04,9.913539369426649372e-01,9.970569049249952132e-01
-1.195797198132089040e-04,9.915517018165151963e-01,9.972106258560042846e-01
-1.185790527018013149e-04,9.917187770742168507e-01,9.973398621802849195e-01
-1.175783855903936173e-04,9.918835702301219692e-01,9.974634417748904358e-01
-1.165777184789860282e-04,9.920260833308632842e-01,9.975887017360003384e-01
-1.155770513675784391e-04,9.921552114747578255e-01,9.977023629615074940e-01
-1.145763842561708500e-04,9.922696250343590041e-01,9.978195402888794252e-01
-1.135757171447632609e-04,9.924238465944713594e-01,9.979219576769861044e-01
-1.125750500333556718e-04,9.925371404639332651e-01,9.980109982044701455e-01
-1.115743829219480827e-04,9.926603904822663971e-01,9.981124889873991268e-01
-1.105737158105403852e-04,9.927892626008550936e-01,9.982047522580390631e-01
-1.095730486991327961e-04,9.929143345563328227e-01,9.983005588020661403e-01
-1.085723815877252070e-04,9.930550800068680406e-01,9.984125190575923181e-01
-1.075717144763176179e-04,9.932086057635178822e-01,9.985240808565917225e-01
-1.065710473649100288e-04,9.933604670966212913e-01,9.986075678390966548e-01
-1.055703802535024396e-04,9.935156241178014769e-01,9.986895138882321277e-01
-1.045697131420948505e-04,9.936588757830674412e-01,9.987802312800950766e-01
-1.035690460306871530e-04,9.937861226343146503e-01,9.988668745203767019e-01
-1.025683789192795639e-04,9.939180092737793792e-01,9.989367701401441479e-01
-1.015677118078719748e-04,9.940345128035131816e-01,9.990092333708643357e-01
-1.005670446964643857e-04,9.941584677137694781e-01,9.990809347990362577e-01
-9.956637758505679659e-05,9.943104090294843100e-01,9.991437917629505394e-01
-9.856571047364920748e-05,9.944706765789624869e-01,9.992327033598394914e-01
-9.756504336224150996e-05,9.946144205018645490e-01,9.993124455665212125e-01
-9.656437625083392085e-05,9.947816387881387445e-01,9.993657846877342932e-01
-9.556370913942633175e-05,9.949531977787897663e-01,9.994418683605733600e-01
-9.456304202801874264e-05,9.951405199070696428e-01,9.994854753404009973e-01
-9.356237491661115353e-05,9.953473894094226893e-01,9.995548417657147411e-01
-9.256170780520356443e-05,9.955455372095662891e-01,9.996306622182254964e-01
-9.156104069379597532e-05,9.957460260585069278e-01,9.996744938724826390e-01
-9.056037358238827779e-05,9.959651536094165092e-01,9.997573555744904139e-01
-8.955970647098068869e-05,9.961546827761704748e-01,9.998244126912053664e-01
-8.855903935957309958e-05,9.963125698404085018e-01,9.998517131399820013e-01
-8.755837224816551047e-05,9.964741924446826049e-01,9.998750910294457173e-01
-8.655770513675792137e-05,9.966153547368118426e-01,9.998821146885750188e-01
-8.555703802535033226e-05,9.967723287930920772e-01,9.998970930065234075e-01
-8.455637091394274316e-05,9.969602693986376885e-01,9.999116789143210893e-01
-8.355570380253504563e-05,9.971302539222436367e-01,9.999361576178735778e-01
-8.255503669112745652e-05,9.972958939293682379e-01,9.999435419804173497e-01
-8.155436957971986742e-05,9.974838558216377882e-01,9.999665402048992791e-01
-8.055370246831227831e-05,9.976362349521696871e-01,9.999903241170278179e-01
-7.955303535690468920e-05,9.978154126470804020e-01,9.999954687274105192e-01
-7.855236824549710010e-05,9.979778947907217423e-01,1.000000000000000000e+00
-7.755170113408951099e-05,9.981252809012766125e-01,9.999864934412656670e-01
-7.655103402268181347e-05,9.982498982635441553e-01,9.999576742644923355e-01
-7.555036691127422436e-05,9.983740729537794456e-01,9.999379666762956420e-01
-7.454969979986663525e-05,9.984659142469111126e-01,9.998901519064734567e-01
-7.354903268845904615e-05,9.985664707812207386e-01,9.998330304898414012e-01
-7.254836557705145704e-05,9.986618736170196353e-01,9.997652707746529366e-01
-7.154769846564386793e-05,9.987556745803540803e-01,9.997268400502079544e-01
-7.054703135423627883e-05,9.988494009097996784e-01,9.996538974439165282e-01
-6.954636424282858130e-05,9.989050137808107577e-01,9.995583353196759724e-01
-6.854569713142099219e-05,9.989552736665218147e-01,9.994833121048866120e-01
-6.754503002001340309e-05,9.989988961564373326e-01,9.993774501850665182e-01
-6.654436290860581398e-05,9.990542331617190408e-01,9.992981991202932734e-01
-6.554369579719822488e-05,9.990845786257372962e-01,9.992036386334695042e-01
-6.454302868579063577e-05,9.991276608032949591e-01,9.991348780723011691e-01
-6.354236157438304666e-05,9.992126913705963176e-01,9.990810373419345414e-01
-6.254169446297534914e-05,9.993112293404119439e-01,9.990252083912167791e-01
-6.154102735156776003e-05,9.994412511973093105e-01,9.989774108804867492e-01
-6.054036024016017092e-05,9.995716216173734514e-01,9.989175251298901825e-01
-5.953969312875258182e-05,9.996965378716020645e-01,9.988567613740545470e-01
-5.853902601734499271e-05,9.998140238656044732e-01,9.987904428514521316e-01
-5.753835890593740360e-05,9.998915047455927407e-01,9.987163072432250210e-01
-5.653769179452970608e-05,9.999556441949356556e-01,9.986484660756115295e-01
-5.553702468312211697e-05,9.999876573160584314e-01,9.985393215634295050e-01
-5.453635757171452787e-05,1.000000000000000000e+00,9.984198307608103118e-01
-5.353569046030693876e-05,9.999974214527681537e-01,9.982893583582841401e-01
-5.253502334889934965e-05,9.999609993598734814e-01,9.981553250573169667e-01
-5.153435623749176055e-05,9.999281592440648625e-01,9.979955083913909508e-01
-5.053368912608417144e-05,9.998808225129014460e-01,9.978531202677758394e-01
-4.953302201467647391e-05,9.998318707191524712e-01,9.976866109774509273e-01
-4.853235490326888481e-05,9.997883380205844217e-01,9.975381742828030029e-01
-4.753168779186129570e-05,9.997345199053621068e-01,9.973779924423260557e-01
-4.653102068045370659e-05,9.997010608070580062e-01,9.972176554680736160e-01
-4.553035356904611749e-05,9.996583709814789165e-01,9.970498942913403884e-01
-4.452968645763852838e-05,9.995858673987798593e-01,9.968855699144729687e-01
-4.352901934623093928e-05,9.995261424560271113e-01,9.967160144010662748e-01
-4.252835223482324175e-05,9.994517641123046303e-01,9.965646792399829312e-01
-4.152768512341565264e-05,9.993663029230718253e-01,9.963845181416430830e-01
-4.052701801200806354e-05,9.992698685627375843e-01,9.962382038741834922e-01
-3.952635090060047443e-05,9.991668344727498985e-01,9.960788104472633187e-01
-3.852568378919288532e-05,9.990931560499937136e-01,9.959541317757659717e-01
-3.752501667778529622e-05,9.990451218781155607e-01,9.958295951833440185e-01
-3.652434956637770711e-05,9.989924896378759023e-01,9.957012639470020909e-01
-3.552368245497000959e-05,9.989270381889213679e-01,9.955551848837301820e-01
-3.452301534356242048e-05,9.988225976686457841e-01,9.954262689441751855e-01
-3.352234823215483137e-05,9.986899970043974228e-01,9.952984177051175108e-01
-3.252168112074724227e-05,9.985129028716576149e-01,9.951363083778286267e-01
-3.152101400933965316e-05,9.983201592181519812e-01,9.949643758244735015e-01
-3.052034689793206405e-05,9.981194013243618324e-01,9.947701869147107523e-01
-2.951967978652447495e-05,9.979291661721396700e-01,9.945853712467510599e-01
-2.851901267511677742e-05,9.977458772653839958e-01,9.943833999891673603e-01
-2.751834556370918831e-05,9.975595330550974804e-01,9.941809630253389818e-01
-2.651767845230159921e-05,9.973861741160477967e-01,9.940009713037706307e-01
-2.551701134089401010e-05,9.971666705092360194e-01,9.937881507550734295e-01
-2.451634422948642100e-05,9.969184584427761564e-01,9.935904669670946321e-01
-2.351567711807883189e-05,9.966522618157863667e-01,9.933814753869049108e-01
-2.251501000667124278e-05,9.963880245986370676e-01,9.931326770969648443e-01
-2.151434289526354526e-05,9.960689939475736443e-01,9.928745236886828973e-01
-2.051367578385595615e-05,9.957468205536303962e-01,9.925959795049914547e-01
-1.951300867244836704e-05,9.953799836176664417e-01,9.922966391939388453e-01
-1.851234156104077794e-05,9.949588664152629880e-01,9.919667512825122158e-01
-1.751167444963318883e-05,9.945178877547594665e-01,9.916198598286227739e-01
-1.651100733822559972e-05,9.940583486486257447e-01,9.912687095096346379e-01
-1.551034022681790220e-05,9.935993443930006830e-01,9.908664619814704366e-01
-1.450967311541031309e-05,9.931441484287528709e-01,9.904677363917240296e-01
-1.350900600400272399e-05,9.926679698104179383e-01,9.900361799664991747e-01
-1.250833889259513488e-05,9.921509612185394067e-01,9.895829799044242314e-01
-1.150767178118754577e-05,9.916295228267225648e-01,9.891394004045317434e-01
-1.050700466977995667e-05,9.910887194284151436e-01,9.886414473451765605e-01
-9.506337558372367560e-06,9.905321252475347560e-01,9.881429684426822346e-01
-8.505670446964670034e-06,9.899594097955241034e-01,9.876353296355137035e-01
-7.505003335557080928e-06,9.893617602092015240e-01,9.871216271799982955e-01
-6.504336224149491821e-06,9.887608200363864341e-01,9.866026343523137676e-01
-5.503669112741902715e-06,9.881738836471249954e-01,9.860956819098620763e-01
-4.503002001334313609e-06,9.875625453266507758e-01,9.855717848212485199e-01
-3.502334889926724502e-06,9.869570340537300313e-01,9.850247227005552997e-01
-2.501667778519135396e-06,9.863685106166762973e-01,9.844880232614857674e-01
-1.501000667111437870e-06,9.857973650393659915e-01,9.839349575401946657e-01
-5.003335557038487633e-07,9.852157031637638340e-01,9.833681367566781129e-01
5.003335557037403430e-07,9.846203306051901638e-01,9.827794622592372908e-01
1.501000667111329449e-06,9.839900081165194878e-01,9.821857142137552232e-01
2.501667778518918556e-06,9.833637537730698375e-01,9.815732818705360518e-01
3.502334889926507662e-06,9.827481649076315051e-01,9.809797781893055957e-01
